ID,Player,Age,Variant,Numbered,Autograph,Relic,Grading Company,Grade,Number,Set,Comments,Loc,Photo?,Photo taken ?,Photo reference,Added to Collection?,Photo added to Collection?,Search term,Exclude from ebayCollectionUpdater
794,Thierry Henry,46,Star Player,,,,,,T1,2001 Topps Premier Gold,,A2,N,,,Y,,Thierry Henry #T1 Star Player 2001 Topps Premier Gold,
795,Eduardo Camavinga,21,Base,,,,,,35,2020-21 Topps Stadium Club Chrome UEFA UCL,,B2,N,,,Y,,Eduardo Camavinga #35 2020-21 Topps Stadium Club Chrome UEFA UCL,
796,Pedri,20,Base,,,,,,26,2020-21 Topps Stadium Club Chrome UEFA UCL,,B2,N,,,Y,,Pedri #26 2020-21 Topps Stadium Club Chrome UEFA UCL,
797,Mason Greenwood,,Hyper,,,,,,15,2020-21 Panini Prizm Premier League,,,,,,,,,
798,Eddie Nketiah,24,Base,/30,,,,,SRA09,2021 Futera Unique Arsenal Season Review,,A1,N,,,Y,,Eddie Nketiah #SRA09 /30 2021 Futera Unique Arsenal Season Review,
799,Bernd Leno,,Base,/30,,,,,SRA07,2021 Futera Unique Arsenal Season Review,,,,,,,,,
800,Phil Foden,23,Teal,/49,,,,,96,2020-21 Panini Prizm Premier League,,A2,Y,Y,10,Y,Y,Phil Foden #96 Teal /49 2020-21 Panini Prizm Premier League,
801,N'golo Kante/Granit Xhaka,#N/A,Derby Days,,,,,,9,2020-21 Panini Revolution,,A6,N,,,Y,,N'golo Kante/Granit Xhaka #9 Derby Days 2020-21 Panini Revolution,
802,Edin Dzeko,,Elite Series Autograph,/500,Y,,,,4,2020-21 Panini Chronicles Soccer,,,,,,,,,
803,Alvaro Morata,31,Historic Ticket,,,,,,2,2020-21 Panini Chronicles Soccer,,A6,N,,,Y,,Alvaro Morata #2 Historic Ticket 2020-21 Panini Chronicles Soccer,
804,Anthony Martial,,Base,,,,,,13,2020-21 Panini Prizm Premier League,,,,,,,,,
805,Donny Van De Beek,,Base,,,,,,10,2020-21 Panini Prizm Premier League,,,,,,,,,
806,Marcus Rashford,,Base,,,,,,14,2020-21 Panini Prizm Premier League,,,,,,,,,
807,David De Gea,,Base,,,,,,1,2020-21 Panini Prizm Premier League,,,,,,,,,
808,Jeremy Doku,21,Base,,,,,,22,2020-21 Topps Stadium Club Chrome UEFA UCL,,B2,N,,,Y,,Jeremy Doku #22 2020-21 Topps Stadium Club Chrome UEFA UCL,
809,Francisco Trincao,23,Base,,,,,,8,2020-21 Topps Stadium Club Chrome UEFA UCL,,B2,N,,,Y,,Francisco Trincao #8 2020-21 Topps Stadium Club Chrome UEFA UCL,
810,Konrad De La Fuente,22,Base,,,,,,34,2020-21 Topps Stadium Club Chrome UEFA UCL,,B2,N,,,Y,,Konrad De La Fuente #34 2020-21 Topps Stadium Club Chrome UEFA UCL,
811,Mert Muldur,,Base,,,,,,94,2021 Panini Mosaic UEFA Euro 2020,,,,,,,,,
812,Zelimkhan Bakaev,,Base,,,,,,71,2021 Panini Mosaic UEFA Euro 2020,,,,,,,,,
813,Irfan Can Kahveci,,Base,,,,,,95,2021 Panini Mosaic UEFA Euro 2020,,,,,,,,,
814,Guilherme,,Base,,,,,,70,2021 Panini Mosaic UEFA Euro 2020,,,,,,,,,
815,Mert Gunok,,Base,,,,,,93,2021 Panini Mosaic UEFA Euro 2020,,,,,,,,,
816,Merih Demiral,,Base,,,,,,99,2021 Panini Mosaic UEFA Euro 2020,,,,,,,,,
817,Mert Gunok,,Base,,,,,,93,2021 Panini Mosaic UEFA Euro 2020,,,,,,,,,
818,Merih Demiral,,Base,,,,,,99,2021 Panini Mosaic UEFA Euro 2020,,,,,,,,,
819,Irfan Can Kahveci,,Base,,,,,,95,2021 Panini Mosaic UEFA Euro 2020,,,,,,,,,
820,Umut Meras,,Base,,,,,,100,2021 Panini Mosaic UEFA Euro 2020,,,,,,,,,
821,Mert Muldur,,Base,,,,,,94,2021 Panini Mosaic UEFA Euro 2020,,,,,,,,,
822,Mattia Destro,,Base,,,,,,13,2020-21 Panini Chronicles Soccer,,,,,,,,,
823,Lennart Czyborra,,Base,,,,,,15,2020-21 Panini Chronicles Soccer,,,,,,,,,
824,Luca Pellegrini,,Certified Bronze,,,,,,14,2020-21 Panini Chronicles Soccer,,,,,,,,,
825,Jose Campana,,Purple Astro,,,,,,15,2020-21 Panini Chronicles Soccer,,,,,,,,,
826,Donny Van De Beek,,Base,,,,,,6,2020-21 Panini Chronicles Soccer,,,,,,,,,
827,Steven Pienaar,,Base,,,,,,169,2010 Panini Premium World Cup,,,,,,,,,
828,Joel Matip,32,Base,,,,,,59,2010 Panini Premium World Cup,,A7,N,,,Y,,Joel Matip #59 2010 Panini Premium World Cup,
829,Ricardo Carvalho,,Base,,,,,,157,2010 Panini Premium World Cup,,,,,,,,,
830,Lukas Podolski,,Base,,,,,,80,2010 Panini Premium World Cup,,,,,,,,,
831,Lukas Podolski,,Base,,,,,,140,2010 Panini Premium World Cup,,,,,,,,,
832,Eddie Salcedo,,Certified Bronze,,,,,,16,2020-21 Panini Chronicles Soccer,,,,,,,,,
833,Federico Dimarco,,Prestige,,,,,,17,2020-21 Panini Chronicles Soccer,,,,,,,,,
834,Giovani Lo Celso,,Purple Astro,,,,,,18,2020-21 Panini Chronicles Soccer,,,,,,,,,
835,Wesley Fofana,22,Purple Astro,,,,,,6,2020-21 Panini Chronicles Soccer,,A6,N,,,Y,,Wesley Fofana #6 Purple Astro 2020-21 Panini Chronicles Soccer,
836,Ezgjan Alioski,,Silver Circles,,,,,,15,2020-21 Panini Chronicles Soccer,,,,,,,,,
837,Robin Koch,,Silver Circles,,,,,,13,2020-21 Panini Chronicles Soccer,,,,,,,,,
838,Kieran Tierney,,Base,,,,,,19,2020-21 Panini Revolution,,,,,,,,,
839,Mathieu Flamini,,Legends,,,,,,259,2020-21 Panini Revolution Premier League,,,,,,,,,
840,Matty Cash,26,Base,,,,,,207,2020-21 Panini Revolution Premier League,,A6,N,,,Y,,Matty Cash #207 2020-21 Panini Revolution Premier League,
841,Trezuget,,Base,,,,,,26,2020-21 Panini Revolution Premier League,,,,,,,,,
842,Douglas Luiz,25,Base,,,,,,23,2020-21 Panini Revolution Premier League,,A6,N,,,Y,,Douglas Luiz #23 2020-21 Panini Revolution Premier League,
843,Eldor Shomurodov,,Base,,,,,,14,2020-21 Panini Chronicles Soccer,,,,,,,,,
844,Vinicius Junior,,Base,,,,,,79,2020-21 Topps Merlin Chrome UEFA Champions League,,,,,,,,,
845,Lorenzo Pellegrini,,Base,,,,,,56,2020-21 Topps Merlin Chrome UEFA Champions League,,,,,,,,,
846,Sergio Arabas,,Base,,,,,,37,2020-21 Topps Merlin Chrome UEFA Champions League,,,,,,,,,
847,Ivan Marcone,,Base,,,,,,4,2020-21 Panini Chronicles Soccer,,,,,,,,,
848,Roberto Inglese,,Base,,,,,,18,2020-21 Panini Chronicles Soccer,,,,,,,,,
849,Pierre-Emerick Aubameyang,,Purple Astro,,,,,,23,2020-21 Panini Chronicles Soccer,,,,,,,,,
850,Kieran Tierney,,Base,,,,,,23,2021-22 Panini Chronicles Soccer,,,,,,,,,
851,Thomas Partey,,Base,,,,,,12,2020-21 Panini Chronicles Soccer,,,,,,,,,
852,Uros Racic,,Purple Astro,,,,,,25,2020-21 Panini Chronicles Soccer,,,,,,,,,
853,Uros Racic,,Base,,,,,,25,2020-21 Panini Chronicles Soccer,,,,,,,,,
854,Simy Nwankwo,,Base,,,,,,16,2020-21 Panini Chronicles Soccer,,,,,,,,,
855,Lisandro Magallan,,Gold Lasers,,,,,,12,2020-21 Panini Chronicles Soccer,,,,,,,,,
856,Milos Vulic,,Base,,,,,,12,2020-21 Panini Chronicles Soccer,,,,,,,,,
857,Timothy Castagne,,Base,,,,,,3,2020-21 Panini Chronicles Soccer,,,,,,,,,
858,Ayoze Perez,,Purple Astro,,,,,,2,2020-21 Panini Chronicles Soccer,,,,,,,,,
859,Darko Lazovic,,Base,,,,,,17,2020-21 Panini Chronicles Soccer,,,,,,,,,
860,Dayot Upamecano,,Base,,,,,,113,2021 Panini Mosaic UEFA Euro 2020,,,,,,,,,
861,Lucas Digne,,Base,,,,,,115,2021 Panini Mosaic UEFA Euro 2020,,,,,,,,,
862,Hugo Lloris,,Base,,,,,,114,2021 Panini Mosaic UEFA Euro 2020,,,,,,,,,
863,Robert Taylor,,Base,,,,,,47,2021 Panini Mosaic UEFA Euro 2020,,,,,,,,,
864,Rasmus Schuller,,Base,,,,,,46,2021 Panini Mosaic UEFA Euro 2020,,,,,,,,,
865,Aaron Ramsdale,,Base,,,,,,12,2020-21 Panini Chronicles Soccer,,,,,,,,,
866,Granit Xhaka,,Base,,,,,,15,2020-21 Panini Revolution,,,,,,,,,
867,Alexandre Lacazette,,Base,,,,,,16,2020-21 Panini Revolution,,,,,,,,,
868,Kieran Tierney,,Base,,,,,,19,2020-21 Panini Revolution,,,,,,,,,
869,Kieran Tierney,,Base,,,,,,19,2020-21 Panini Revolution,,,,,,,,,
870,Roberto Inglese,,Base,,,,,,18,2020-21 Panini Chronicles Soccer,,,,,,,,,
871,Mesut Ozil,,Base,,,,,,4,2017 Topps UEFA Champions League,,,,,,,,,
872,Portu,,Gold Lasers,,,,,,9,2020-21 Panini Chronicles Soccer,,,,,,,,,
873,David Silva,,Base,,,,,,21,2020-21 Panini Chronicles Soccer,,,,,,,,,
874,David Faraoni,,Base,,,,,,16,2020-21 Panini Chronicles Soccer,,,,,,,,,
875,Adnan Januzaj,,Base,,,,,,3,2020-21 Panini Chronicles Soccer,,,,,,,,,
876,Mario Fernandes,,Base,,,,,,77,2021 Panini Mosaic UEFA Euro 2020,,,,,,,,,
877,Umut Meras,,Base,,,,,,100,2021 Panini Mosaic UEFA Euro 2020,,,,,,,,,
878,Kaan Ayhan,,Scripts Autograph,,Y,,,,SM-KA,2021 Panini Mosaic UEFA Euro 2020,,,,,,,,,
879,Ivan Oblyakov,,Base,,,,,,72,2021 Panini Mosaic UEFA Euro 2020,,,,,,,,,
880,Vyacheslav Karavaev,,Base,,,,,,73,2021 Panini Mosaic UEFA Euro 2020,,,,,,,,,
881,Heung-Min Son,,Aqua Prizm,,,,,,44,2020-21 Topps Merlin Chrome UEFA Champions League,,,,,,,,,
882,Jamie Vardy,,Base,,,,,,67,2017-18 Topps Premier League Gold,,,,,,,,,
883,Gareth Bale,,Wizards of the Pitch,,,,,,W-GB,2020-21 Topps Merlin Chrome UEFA Champions League,,,,,,,,,
884,Japhet Tanganga,,Base,,,,,,68,2020-21 Topps Merlin Chrome UEFA Champions League,,,,,,,,,
885,Gareth Bale,,Base,,,,,,83,2020-21 Topps Merlin Chrome UEFA Champions League,,,,,,,,,
886,Harry Kane,,Base,,,,,,6,2020-21 Topps Merlin Chrome UEFA Champions League,,,,,,,,,
887,Geoff Cameron,,Base,,,,,,73,2017-18 Topps Premier Platinum Soccer,,,,,,,,,
888,John Fleck,,Base,,,,,,83,2021 Panini Mosaic UEFA Euro 2020,,,,,,,,,
889,Callum Paterson,,Base,,,,,,84,2021 Panini Mosaic UEFA Euro 2020,,,,,,,,,
890,Ryan Fraser,,Base,,,,,,85,2021 Panini Mosaic UEFA Euro 2020,,,,,,,,,
891,Andy Robertson,,Base,,,,,,82,2021 Panini Mosaic UEFA Euro 2020,,,,,,,,,
892,Gareth Bale,,Base,,,,,,83,2020-21 Topps Merlin Chrome UEFA Champions League,,,,,,,,,
893,Hannibal Mejbri,,Base,,,,,,53,2021-22 Topps UEFA Champions League,,,,,,,,,
894,Pepe,,Base,,,,,,181,2021-22 Topps UEFA Champions League,,,,,,,,,
895,Manuel Ugarte,22,Base,,,,,,26,2021-22 Topps UEFA Champions League,,B3,N,,,Y,,Manuel Ugarte #26 2021-22 Topps UEFA Champions League,
896,Maurits Kjaergaard,,Base,,,,,,56,2021-22 Topps UEFA Champions League,,,,,,,,,
897,Donyell Malen,,Base,,,,,,127,2021-22 Topps UEFA Champions League,,,,,,,,,
898,Edouard Mendy,,Base,,,,,,167,2021-22 Topps UEFA Champions League,,,,,,,,,
899,Renan Lodi,,Base,,,,,,47,2021-22 Topps UEFA Champions League,,,,,,,,,
900,Jamal Musiala,20,Future Stars,,,,,,FS-04,2021-22 Topps UEFA Champions League,,B2,N,,,Y,,Jamal Musiala #FS-04 Future Stars 2021-22 Topps UEFA Champions League,
901,Sandro Tonali,23,Future Stars,,,,,,FS-15,2021-22 Topps UEFA Champions League,,B2,N,,,Y,,Sandro Tonali #FS-15 Future Stars 2021-22 Topps UEFA Champions League,
902,Ferran Torres,23,Future Stars,,,,,,FS-14,2021-22 Topps UEFA Champions League,,B2,N,,,Y,,Ferran Torres #FS-14 Future Stars 2021-22 Topps UEFA Champions League,
903,Karim Adeyemi,,Future Stars,,,,,,FS-13,2021-22 Topps UEFA Champions League,,,,,,,,,
904,Eduardo Camavinga,,Future Stars,,,,,,FS-12,2021-22 Topps UEFA Champions League,,,,,,,,,
905,Jules Kounde,25,Future Stars,,,,,,FS-10,2021-22 Topps UEFA Champions League,,B2,N,,,Y,,Jules Kounde #FS-10 Future Stars 2021-22 Topps UEFA Champions League,
906,Cole Palmer,,Future Stars,,,,,,FS-11,2021-22 Topps UEFA Champions League,,,,,,,,,
907,Harvey Elliott,,Future Stars,,,,,,FS-9,2021-22 Topps UEFA Champions League,,,,,,,,,
908,Kenneth Taylor,,Future Stars,,,,,,FS-8,2021-22 Topps UEFA Champions League,,,,,,,,,
909,Xavi Simons,20,Future Stars,,,,,,FS-7,2021-22 Topps UEFA Champions League,,B2,N,,,Y,,Xavi Simons #FS-7 Future Stars 2021-22 Topps UEFA Champions League,
910,Antony,23,Future Stars,,,,,,FS-6,2021-22 Topps UEFA Champions League,,B2,N,,,Y,,Antony #FS-6 Future Stars 2021-22 Topps UEFA Champions League,
911,Charles De Ketelaere,22,Future Stars,,,,,,FS-5,2021-22 Topps UEFA Champions League,,B2,N,,,Y,,Charles De Ketelaere #FS-5 Future Stars 2021-22 Topps UEFA Champions League,
912,Youssoufa Moukoko,19,Future Stars,,,,,,FS-4,2021-22 Topps UEFA Champions League,,B1,N,,,Y,,Youssoufa Moukoko #FS-4 Future Stars 2021-22 Topps UEFA Champions League,
913,Jude Bellingham,20,Future Stars,,,,,,FS-2,2021-22 Topps UEFA Champions League,,B1,N,,,Y,,Jude Bellingham #FS-2 Future Stars 2021-22 Topps UEFA Champions League,
914,Pedri,20,Future Stars,,,,,,FS-1,2021-22 Topps UEFA Champions League,,B2,N,,,Y,,Pedri #FS-1 Future Stars 2021-22 Topps UEFA Champions League,
915,Ryan Gravenberch,,Future Stars,,,,,,FS-10,2021-22 Topps UEFA Champions League,,,,,,,,,
916,Pepe,,Pepe,,,,,,CG-13,2021-22 Topps Chrome UEFA Champions League,,,,,,,,,
917,Gerard Pique,,Base,,,,,,166,2021-22 Topps Chrome UEFA Champions League,,,,,,,,,
918,Weston Mckennie,,Base,,,,,,175,2021-22 Topps Chrome UEFA Champions League,,,,,,,,,
919,David Neres,,Base,,,,,,103,2021-22 Topps Chrome UEFA Champions League,,,,,,,,,
920,Bukayo Saka,22,Optic Silver,,,,,,54,2021-22 Panini Donruss Road To Qatar,,B2,N,,,Y,,Bukayo Saka #54 Optic Silver 2021-22 Panini Donruss Road To Qatar,
921,Bukayo Saka,22,Vortex,,,,,,1,2021-22 Panini Revolutions Premier League Soccer,,A6,N,,,Y,,Bukayo Saka #1 Vortex 2021-22 Panini Revolutions Premier League Soccer,
922,Matty Cash,26,Signatures,,Y,,,,S-MAT,2021-22 Panini Prizm Premier League,,A8,N,,,Y,,Matty Cash #S-MAT Signatures Autograph 2021-22 Panini Prizm Premier League,
923,Ansu Fati,21,Press Proof,/349,,,,,146,2021-22 Panini Donruss Road To Qatar,,B2,N,,,Y,,Ansu Fati #146 Press Proof /349 2021-22 Panini Donruss Road To Qatar,
924,Max Aarons,23,Eruption,/50,,,,,E-MAX,2021-22 Panini Obsidian Soccer,,B3,N,,,Y,,Max Aarons #E-MAX Eruption /50 2021-22 Panini Obsidian Soccer,
925,Kylian Mbappe,24,Eruption,/149,,,,,E-KM,2021-22 Panini Obsidian Soccer,,B3,N,,,Y,,Kylian Mbappe #E-KM Eruption /149 2021-22 Panini Obsidian Soccer,
926,Phil Foden,23,Base,/105,,,,,135,2021-22 Panini Obsidian Soccer,,B3,N,,,Y,,Phil Foden #135 /105 2021-22 Panini Obsidian Soccer,
927,Bukayo Saka,22,Base,,,,,,40,2020-21 Panini Prizm Premier League,,A8,N,,,Y,,Bukayo Saka #40 2020-21 Panini Prizm Premier League,
928,Bukayo Saka,22,Base,,,,,,40,2020-21 Panini Prizm Premier League,,A8,N,,,Y,,Bukayo Saka #40 2020-21 Panini Prizm Premier League,
929,Declan Rice,,Base,,Y,,,,,2021-22 Panini Prizm Premier League,,,,,,,,,
930,Malik Tillman,21,Base,/150,Y,,,,FA-MTL,2020-21 Topps Finest UEFA Champions League,,A1,N,,,Y,,Malik Tillman #FA-MTL /150 Autograph 2020-21 Topps Finest UEFA Champions League,
931,Cristiano Ronaldo,38,Base,,,,,,154,2018 Panini Prizm World Cup,,A2,N,,,Y,,Cristiano Ronaldo #154 2018 Panini Prizm World Cup,
932,Declan Rice,24,Rookie Ticket,,,,,,RT28,2019-20 Panini Chronicles Soccer,,A6,Y,,,Y,,Declan Rice #RT28 Rookie Ticket 2019-20 Panini Chronicles Soccer,
933,Patrick Bamford,30,Base,/295,Y,,,,6,2020-21 Panini Chronicles Soccer,,A6,N,,,Y,,Patrick Bamford #6 /295 Autograph 2020-21 Panini Chronicles Soccer,
934,Ansu Fati,21,Press Proof,/49,,,,,146,2021-22 Panini Donruss Road To Qatar,,B2,N,,,Y,,Ansu Fati #146 Press Proof /49 2021-22 Panini Donruss Road To Qatar,
935,Lassina Traore,22,Base,,Y,,,,CA-LT,2020-21 Topps Chrome UEFA Champions League,,B1,N,,,Y,,Lassina Traore #CA-LT Autograph 2020-21 Topps Chrome UEFA Champions League,
936,Eduardo Camavinga,21,U23,/100,Y,,,,U23-EC,2020-21 Topps Merlin Chrome UEFA Champions League,,B4,Y,Y,11,Y,Y,Eduardo Camavinga #U23-EC U23 /100 Autograph 2020-21 Topps Merlin Chrome UEFA Champions League,
937,Michail Antonio,,Green,/5,,,,,183,2021-22 Panini Chronicles Soccer,,,,,,,,,
938,Lionel Messi,,Base,,,,,,424,2020-21 Panini Chronicles Soccer,,,,,,,,,
939,Cristiano Ronaldo,,768 Career Goals,,,,,,,2021 Topps Now,,,,,,,,,
940,Jude Bellingham,20,Joga Bonito,,,,,,JB-7,2021-22 Topps Chrome UEFA Champions League,,A2,N,,,Y,,Jude Bellingham #JB-7 Joga Bonito 2021-22 Topps Chrome UEFA Champions League,
941,Jude Bellingham,20,Finest Futures,/200,Y,,,,FF-6,2021-22 Topps Finest UEFA Champions League,,A1,Y,Y,12,Y,Y,Jude Bellingham #FF-6 Finest Futures /200 Autograph 2021-22 Topps Finest UEFA Champions League,
942,Jude Bellingham,20,Base,,,,,,31,2020-21 Topps Chrome Sapphire Bundesliga,,A2,N,,,Y,,Jude Bellingham #31 2020-21 Topps Chrome Sapphire Bundesliga,
943,Cristiano Ronaldo,,Atomic Material,/149,,Y,,,AT-CR7,2020-21 Topps Chrome Sapphire Bundesliga,,,,,,,,,
944,Ivan Ilic,22,Rated Rookie Orange,/23,,,,,10,2020-21 Panini Chronicles Soccer,,A6,N,,,Y,,Ivan Ilic #10 Rated Rookie Orange /23 2020-21 Panini Chronicles Soccer,
945,Jude Bellingham,20,Base,,,,,,31,2020-21 Topps Chrome Sapphire Bundesliga,,A2,N,,,Y,,Jude Bellingham #31 2020-21 Topps Chrome Sapphire Bundesliga,
946,Kaio Jorge,21,Golazo Aqua,/199,,,,,G-6,2021-22 Topps Chrome UEFA Champions League,,A2,N,,,Y,,Kaio Jorge #G-6 Golazo Aqua /199 2021-22 Topps Chrome UEFA Champions League,
947,Paul Pogba,,Red Mojo Prizm,/159,,,,,278,2021-22 Panini Prizm Premier League,,,,,,,,,
948,Cristiano Ronaldo,,Base,,,,,,100,2021-22 Topps UEFA Champions League,,,,,,,,,
949,Dominique Heintz,,Blue Wave Refractor,/150,,,,,39,2021-22 Topps Finest Bundesliga,,,,,,,,,
950,Vitinha,23,Hyper,,,,,,140,2020-21 Panini Prizm Premier League,,A8,N,,,Y,,Vitinha #140 Hyper 2020-21 Panini Prizm Premier League,
951,Salvatore Molina,,Base,/99,,,,,12,2020-21 Panini Chronicles Soccer,,,,,,,,,
952,Alessio Romagnoli,,Base,/500,,Y,,,1,2021-22 Panini Chronicles Soccer,,,,,,,,,
953,Dimitrios Giannoulis,,Pink,,,,,,172,2021-22 Panini Prizm Premier League,,,,,,,,,
954,Erling Haaland,23,Golazo,,,,,,G-1,2021-22 Topps Chrome UEFA Champions League,,A2,N,,,Y,,Erling Haaland #G-1 Golazo 2021-22 Topps Chrome UEFA Champions League,
955,Karim Adeyemi,21,Starball,,,,,,119,2021-22 Topps Chrome UEFA Champions League 1st Edition,,B1,N,,,Y,,Karim Adeyemi #119 Starball 2021-22 Topps Chrome UEFA Champions League 1st Edition,
956,Luke Ayling,,Blue Breakaway,/199,,,,,213,2021-22 Panini Prizm Premier League,,,,,,,,,
957,Matheus Pereira,,Press Proof Silver,,,,,,9,2020-21 Panini Chronicles Soccer,,,,,,,,,
958,Darnell Furlong,,Blue,/99,,,,,21,2020-21 Panini Chronicles Soccer,,,,,,,,,
959,Conor Gallagher,23,Rated Rookie,,,,,,7,2020-21 Panini Chronicles Soccer,,A6,N,,,Y,,Conor Gallagher #7 Rated Rookie 2020-21 Panini Chronicles Soccer,
960,Jadon Sancho,23,Press Proof Purple,/199,,,,,52,2021-22 Panini Donruss Road To Qatar,,B2,N,,,Y,,Jadon Sancho #52 Press Proof Purple /199 2021-22 Panini Donruss Road To Qatar,
961,Jadon Sancho,23,Press Proof Gold,/349,,,,,52,2021-22 Panini Donruss Road To Qatar,,B2,N,,,Y,,Jadon Sancho #52 Press Proof Gold /349 2021-22 Panini Donruss Road To Qatar,
962,Bukayo Saka,22,Pitch Kings,,,,,,15,2021-22 Panini Donruss Road To Qatar,,B2,N,,,Y,,Bukayo Saka #15 Pitch Kings 2021-22 Panini Donruss Road To Qatar,
963,Lorenzo Pellegrini,,Optic Red,,,,,,80,2021-22 Panini Donruss Road To Qatar,,,,,,,,,
964,Guido Rodriguez,,Base,,,,,,18,2021-22 Panini Chronicles Soccer,,,,,,,,,
965,Rodri Sanchez,,Mirror Silver,,,,,,160,2021-22 Panini Chronicles Soccer,,,,,,,,,
966,Simone Verde,,Base,,,,,,18,2021-22 Panini Chronicles Soccer,,,,,,,,,
967,Luca Ranieri,,Illusions,,,,,,197,2021-22 Panini Chronicles Soccer,,,,,,,,,
968,Federico Bonazzoli,,Origins,,,,,,97,2021-22 Panini Chronicles Soccer,,,,,,,,,
969,Franck Ribery,,Orange Flux,/23,,,,,289,2021-22 Panini Chronicles Soccer,,,,,,,,,
970,Raul Jimenez,,Origins,,,,,,100,2021-22 Panini Chronicles Soccer,,,,,,,,,
971,Max Aarons,23,Rookie Ticket Red,,,,,,RT-26,2020-21 Panini Chronicles Soccer,,A6,N,,,Y,,Max Aarons #RT-26 Rookie Ticket Red 2020-21 Panini Chronicles Soccer,
972,Nicolas Pepe,,Scorers Club,,,,,,23,2021-22 Panini Prizm Premier League,,,,,,,,,
973,Emile Smith-Rowe,23,Hyper,,,,,,206,2021-22 Panini Prizm Premier League,,A8,N,,,Y,,Emile Smith-Rowe #206 Hyper 2021-22 Panini Prizm Premier League,
974,Gabriel Martinelli,22,Base,,,,,,203,2021-22 Panini Prizm Premier League,,A8,N,,,Y,,Gabriel Martinelli #203 2021-22 Panini Prizm Premier League,
975,Manuel Locatelli,25,Orange,/25,,,,,141,2021-22 Panini Obsidian Soccer,,B3,N,,,Y,,Manuel Locatelli #141 Orange /25 2021-22 Panini Obsidian Soccer,
976,Bruno Guimarães,26,Groovy,,,,,,23,2022-23 Panini Prizm Premier League,,B5,Y,Y,13,Y,Y,Bruno Guimarães #23 Groovy 2022-23 Panini Prizm Premier League,
977,Kevin De Bryune,,Silver,,,,,,12,2021-22 Panini Prizm Premier League,,,,,,,,,
978,Trevor Chalobah,24,Silver,,,,,,253,2021-22 Panini Prizm Premier League,,B1,N,,,Y,,Trevor Chalobah #253 Silver 2021-22 Panini Prizm Premier League,
979,Matty Cash,26,Pink,,,,,,124,2021-22 Panini Prizm Premier League,,B1,N,,,Y,,Matty Cash #124 Pink 2021-22 Panini Prizm Premier League,
980,Aaron Connolly,,Gold,/10,,,,,195,2021-22 Panini Prizm Premier League,,,,,,,,,
981,Marc Cucurella,,Red,/199,,,,,189,2021-22 Panini Prizm Premier League,,,,,,,,,
982,Patson Daka,,Red,/199,,,,,27,2021-22 Panini Prizm Premier League,,,,,,,,,
983,Cesc Fabregas,36,Mosaic Material,/149,,Y,,,MO-CSC,2020-21 Panini Obsidian Soccer,,A8,Y,Y,14,Y,Y,Cesc Fabregas #MO-CSC Mosaic Material /149 Patch 2020-21 Panini Obsidian Soccer,
984,Andres Iniesta,39,Base,,,,,,398,2003-04 Panini La Liga Megapromesas,,B3,Y,Y,15,Y,Y,Andres Iniesta #398 2003-04 Panini La Liga Megapromesas,
985,Mathias Jensen,,Blue,/340,,,,,145,2021-22 Panini Prizm Premier League,,,,,,,,,
986,Andrew Robertson,29,Future Stars,,,,,,144,2014-15 Topps Premier Club,,A7,N,,,Y,,Andrew Robertson #144 Future Stars 2014-15 Topps Premier Club,
987,Mesut Ozil,35,Purple,/50,,,,,7,2014 Topps Premier Gold,,B3,Y,Y,16,Y,Y,Mesut Ozil #7 Purple /50 2014 Topps Premier Gold,
988,Kieran Tierney,26,Red Mojo Prizm,/159,,,,,197,2021-22 Panini Prizm Premier League,,B1,N,,,Y,,Kieran Tierney #197 Red Mojo Prizm /159 2021-22 Panini Prizm Premier League,
989,Illan Meslier,23,Signatures,,Y,,,,S-IM,2021-22 Panini Prizm Premier League,,B1,N,,,Y,,Illan Meslier #S-IM Signatures Autograph 2021-22 Panini Prizm Premier League,
990,Carlos Salcedo,,Red,/49,,,,,SS-CSL,2021-22 Panini Donruss Road To Qatar,,,,,,,,,
991,Neymar Jr,31,Green,/99,,,,,16,2020-21 Topps Chrome UEFA Champions League,,B1,N,,,Y,,Neymar Jr #16 Green /99 2020-21 Topps Chrome UEFA Champions League,
992,James Justin,25,Pink Wave,,,,,,131,2020-21 Panini Prizm Premier League,,A8,N,,,Y,,James Justin #131 Pink Wave 2020-21 Panini Prizm Premier League,
993,Eberechi Eze,25,Base,,Y,,,,S-EE,2021-22 Panini Prizm Premier League,,B1,Y,Y,17,Y,Y,Eberechi Eze #S-EE Autograph 2021-22 Panini Prizm Premier League,
994,Aaron Ramsdale,25,Red Pulsar,,,,,,68,2021-22 Panini Mosaic Premier League,,A2,N,,,Y,,Aaron Ramsdale #68 Red Pulsar 2021-22 Panini Mosaic Premier League,
995,Aaron Ramsdale,,International Men of Mastery,,,,,,7,2021-22 Panini Mosaic Premier League,,,,,,,,,
996,Dusan Vlahovic,23,Silver,,,,,,172,2021-22 Panini Mosaic Serie A,,A2,N,,,Y,,Dusan Vlahovic #172 Silver 2021-22 Panini Mosaic Serie A,
997,Gabriel Martinelli,22,Base,,,,,,182,2021-22 Panini Donruss Road To Qatar,,B2,N,,,Y,,Gabriel Martinelli #182 2021-22 Panini Donruss Road To Qatar,
998,Gabriel Martinelli,22,Silver,,,,,,182,2021-22 Panini Donruss Road To Qatar,,B2,N,,,Y,,Gabriel Martinelli #182 Silver 2021-22 Panini Donruss Road To Qatar,
